"№","Название","ID игры","Платформа","Предзаказ","Обычная цена","Скидка %","Новая цена","Дата окончания","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"3525","Stroke The Cat","CUSA36654","PS4","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Cat: 85,00 TL; Stroke The Cat: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006121","2022-09-19","Casual","PEGI_3"
"2254","Super Neptunia RPG","CUSA12063","PS4","Нет","1.299,00 TL","75%","324,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232167","2019-06-27","Role Playing Games","PEGI_12"
"5816","Cyanide & Happiness - Freakpocalypse (Episode 1)","CUSA20215","PS4","Нет","849,00 TL","75%","212,25 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000780","2021-10-26","Adventure","PEGI_16"
"2001","Sakura Succubus 9","PPSA37878","PS4, PS5","Нет","429,00 TL","50%","174,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10019651","2026-07-02","Adventure","PEGI_16"
"6960","Ghost Signal: A Stellaris Game","PPSA17013","PS5","Нет","349,00 TL","85%","52,35 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008624","2023-10-05","Action","PEGI_7"
"sale_1789623930430_458","Project 13","—","—","Нет","209,00 TL","50%","104,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"5444","Chained Survive Together","CUSA50631","PS4","Нет","209,00 TL","35%","135,85 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012174","2024-10-10","Adventure","PEGI_3"
"2788","International Boxing","CUSA35665","PS4","Нет","175,00 TL","30%","122,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005796","2022-08-07","Sport","PEGI_16"
"1953","LOST SPHEAR","CUSA09346","PS4","Нет","1.749,00 TL","75%","437,25 TL","2026-09-29","LOST SPHEAR: 1.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/229958","2018-01-23","Role Playing Games","PEGI_7"
"5725","Creepy Tale 2","CUSA30096","PS4","Нет","525,00 TL","60%","210,00 TL","2026-09-29","","Да","Да","","https://store.playstation.com/en-tr/concept/10003676","2023-04-26","Adventure","PEGI_16"
"5379","Cats Around Us: Giant Cat","PPSA33753","PS5","Нет","129,00 TL","30%","90,30 TL","2026-09-29","Cats Around Us: Giant Cat: 129,00 TL; Cats Around Us: Giant Cat: 129,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017179","2026-01-14","Puzzle","PEGI_3"
"1522","Dead Hook","PPSA19452","PS5","Нет","699,00 TL","45%","384,45 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009531","2024-02-08","Shooter","PEGI_12"
"sale_1789623931233_465","Röki","—","—","Нет","699,00 TL","85%","104,85 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"4642","Arcade Game Zone","PPSA19016","PS5","Нет","879,00 TL","85%","131,85 TL","2026-09-29","Arcade Game Zone: 879,00 TL; Arcade Game Zone: 875,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009374","2024-01-15","Party","PEGI_3"
"1614","SkyDrift Infinity","CUSA13659","PS4","Нет","649,00 TL","50%","324,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/232809","2021-07-28","Driving/Racing","PEGI_7"
"1636","Overland","PPSA05491","PS4, PS5","Нет","849,00 TL","65%","297,15 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/233197","2022-12-13","Strategy","PEGI_12"
"sale_1789623931745_469","The Adventure Pals","—","—","Нет","649,00 TL","80%","129,80 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623932091_470","RollerCoaster Legends","—","—","Нет","343,00 TL","10%","308,70 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"1524","Hitchhiker - A Mystery Game","CUSA24043","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/234556","2021-04-15","Unique","PEGI_12"
"sale_1789623932498_472","Redeemer","—","—","Нет","649,00 TL","75%","162,25 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3081","Itorah","CUSA34062","PS4","Нет","699,00 TL","90%","69,90 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10005215","2023-04-20","Action","PEGI_7"
"sale_1789623932918_474","Trüberbrook","—","—","Нет","1.049,00 TL","90%","104,90 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623933261_475","Lucky's Tale","—","—","Нет","774,00 TL","80%","154,80 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"5905","Dark Town Secrets: Lost Lulu Collector’s Edition","PPSA38833","PS5","Нет","300,00 TL","10%","270,00 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10020202","2026-07-15","Adventure","PEGI_3"
"sale_1789623933734_477","Unsolved Case: Above the Law CE","—","—","Нет","419,00 TL","20%","335,20 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623934072_478","Unsolved Case: Killer Popularity CE","—","—","Нет","419,00 TL","20%","335,20 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623934403_479","Unsolved Case: Murderous Script CE","—","—","Нет","419,00 TL","20%","335,20 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3204","The Light of Celestia","PPSA25236","PS5","Нет","429,00 TL","70%","128,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012100","2025-10-25","Adventure","PEGI_12"
"2206","Creepy Tale","CUSA30060","PS4","Нет","349,00 TL","60%","139,60 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003675","2023-04-26","Adventure","PEGI_16"
"7327","Hidden Through Time 2: Myths & Magic","PPSA18325","PS5","Нет","439,00 TL","50%","219,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10009130","2024-01-24","Puzzle","PEGI_3"
"2744","POSTAL Redux","PPSA25251","PS5","Нет","419,00 TL","60%","139,60 TL","2026-09-29","POSTAL Redux: 419,00 TL; POSTAL Redux: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001898","2024-12-19","Action","PEGI_18"
"2497","What The Dub?!","CUSA26987","PS4","Нет","245,00 TL","50%","122,50 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10002481","2021-04-07","Party","PEGI_12"
"sale_1789623935127_485","Majogami","—","—","Нет","1.299,00 TL","20%","1.039,20 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"421","FINAL FANTASY XV","CUSA01615","PS4","Нет","769,00 TL","60%","139,60 TL","2026-09-29","FINAL FANTASY XV ROYAL EDITION: 769,00 TL; FINAL FANTASY XV MULTIPLAYER: COMRADES: 349,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/201597","2018-03-05","Role Playing Games","PEGI_16"
"sale_1789623935638_487","Yohane the Parhelion -BLAZE in the DEEPBLUE","—","—","Нет","1.049,00 TL","60%","419,60 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623935990_488","Scar-Lead Salvation","—","—","Нет","1.299,00 TL","45%","714,45 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623936324_489","Sclash","—","—","Нет","349,00 TL","80%","69,80 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623936659_490","Megadimension Neptunia VIIR","—","—","Нет","1.049,00 TL","60%","419,60 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2494","Lara Croft and the Temple of Osiris","CUSA00806","PS4","Нет","104,85 TL","85%","209,85 TL","2026-09-29","Lara Croft and the Temple of Osiris & Season Pass Pack: 1.015,00 TL; Lara Croft and the Temple of Osiris: 104,85 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/202556","2014-12-08","Puzzle","PEGI_12"
"sale_1789623937208_492","Sakura Swim Club","—","—","Нет","349,00 TL","50%","174,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"6106","Disintegration","CUSA15446","PS4","Нет","1.299,00 TL","80%","259,80 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/233091","2020-06-15","Shooter","PEGI_12"
"3686","Stroke the Dik-Dik","CUSA39164","PS4","Нет","85,00 TL","20%","68,00 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006803","2023-05-31","Casual","PEGI_3"
"6927","GAROU: MARK OF THE WOLVES","CUSA05993","PS4","Нет","—","85%","97,35 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/208240","2016-12-02","Action","PEGI_12"
"5324","Carom Billiards","PPSA36142","PS5","Нет","429,00 TL","30%","300,30 TL","2026-09-29","Carom Billiards: 429,00 TL; Carom Billiards: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018637","2026-02-13","Simulation","PEGI_3"
"1445","Mary Skelter Finale","CUSA26856","PS4","Нет","2.149,00 TL","65%","752,15 TL","2026-09-29","Standard Edition: 2.149,00 TL; Deluxe Edition: 2.579,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10002429","2021-09-30","Role Playing Games","PEGI_16"
"3232","Virginia - The Game.","CUSA03145","PS4","Нет","349,00 TL","50%","174,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/222041","2016-09-21","Adventure","PEGI_12"
"7455","Icebound Secrets: The Frostwood Bane","PPSA32717","PS5","Нет","549,00 TL","20%","439,20 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016650","2025-12-08","Adventure","PEGI_7"
"3144","Lacuna","CUSA29933","PS4","Нет","699,00 TL","90%","69,90 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003114","2021-12-20","Adventure","PEGI_16"
"3691","Stroke The Spider","CUSA36803","PS4","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Spider: 85,00 TL; Stroke The Spider: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006147","2022-10-13","Casual","PEGI_3"
"sale_1789623938596_503","The Black Within","—","—","Нет","279,00 TL","40%","167,40 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"1449","Kizuna AI - Touch the Beat!","PPSA11200","PS5","Нет","1.499,00 TL","50%","749,50 TL","2026-09-29","Kizuna AI - Touch the Beat!: 1.499,00 TL; Kizuna AI - Touch the Beat!: 1.499,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004843","2023-02-21","Music/Rhythm","PEGI_3"
"sale_1789623938965_505","The Bookwalker: Thief of Tales","—","—","Нет","525,00 TL","75%","131,25 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2201","Universal Flight Simulator","CUSA35425","PS4","Нет","349,00 TL","30%","244,30 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005716","2022-08-06","Simulation","PEGI_3"
"sale_1789623939350_507","Love Too Easily","—","—","Нет","769,00 TL","50%","384,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"7710","Junkster","PPSA22450","PS5","Нет","429,00 TL","20%","343,20 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010682","2026-06-16","Family","PEGI_7"
"7824","Knightica","PPSA31335","PS5","Нет","649,00 TL","35%","421,85 TL","2026-09-29","Knightica: 649,00 TL; Knightica: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10015838","2025-08-21","Strategy","PEGI_7"
"6212","Dragon Marked For Death","CUSA23495","PS4","Нет","1.399,00 TL","65%","489,65 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001034","2020-07-22","Action","PEGI_16"
"2639","Fight For America","CUSA56654","PS4","Нет","215,00 TL","40%","129,00 TL","2026-09-29","Standard Edition: 215,00 TL; Complete Edition: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016857","2025-12-19","Strategy","PEGI_12"
"2891","Fill The Cup 3: Frost","PPSA35462","PS5","Нет","64,00 TL","50%","32,00 TL","2026-09-29","Fill The Cup 3: Frost: 64,00 TL; Fill The Cup 3: Frost: 64,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018229","2026-01-14","Puzzle","PEGI_3"
"2603","Bubble Shooter Piratery","PPSA37530","PS5","Нет","215,00 TL","30%","150,50 TL","2026-09-29","Bubble Shooter Piratery: 215,00 TL; Bubble Shooter Piratery: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10019429","2026-05-15","Casual","PEGI_3"
"3179","Golfing in Aether","PPSA20537","PS5","Нет","315,00 TL","75%","78,75 TL","2026-09-29","Standard: 315,00 TL; Deluxe: 389,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009985","2024-10-24","Sport","PEGI_3"
"7951","LET IT DIE: INFERNO","PPSA19053","PS5","Нет","1.079,00 TL","50%","539,50 TL","2026-09-29","Standard Edition: 1.079,00 TL; Deluxe Edition: 1.949,00 TL; Ultimate Edition: 2.579,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009386","2025-12-04","Action","PEGI_16"
"2024","ENDER LILIES: Quietus of the Knights","CUSA26116","PS4","Нет","1.049,00 TL","60%","419,60 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10001655","2021-08-10","Action","PEGI_12"
"sale_1789623940567_517","Shadow Labyrinth","—","—","Нет","1.049,00 TL","50%","524,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623940891_518","SOULVARS","—","—","Нет","595,00 TL","90%","59,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"229","Taxi Life: A City Driving Simulator","PPSA14175","PS5","Нет","1.399,00 TL","60%","559,60 TL","2026-09-29","Standard Edition: 1.399,00 TL; Supporter Edition: 1.599,00 TL; Complete Edition: 2.579,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10007412","2024-03-07","Simulation","PEGI_3"
"166","I Am Cat","PPSA25041","PS5","Нет","649,00 TL","15%","551,65 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012021","2026-05-06","Unique","PEGI_12"
"186","Hellblade II: Senua’s Saga","PPSA25991","PS5","Нет","1.749,00 TL","50%","874,50 TL","2026-09-29","Hellblade II: Senua’s Saga: 1.749,00 TL; Deluxe Edition: 1.999,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10012536","2025-08-12","Action","PEGI_18"
"1159","FATAL FRAME II: Crimson Butterfly REMAKE","PPSA32802","PS5","Нет","2.149,00 TL","35%","1.396,85 TL","2026-09-29","Standard Edition: 2.149,00 TL; Digital Deluxe Edition: 2.799,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016680","2026-03-11","Horror","PEGI_16"
"261","NARUTO SHIPPUDEN: Ultimate Ninja STORM 4","CUSA02854","PS4","Нет","699,00 TL","25%","524,25 TL","2026-09-29","NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto: 1.749,00 TL; NARUTO SHIPPUDEN: Ultimate Ninja STORM 4: 699,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/212870","2016-02-04","Fighting","PEGI_12"
"427","The Outer Worlds 2","PPSA24588","PS5","Нет","2.999,00 TL","40%","1.799,40 TL","2026-09-29","The Outer Worlds 2: 2.999,00 TL; Premium: 3.999,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011796","2025-10-29","Role Playing Games","PEGI_18"
"171","Call of Duty: Modern Warfare","CUSA15277","PS4","Нет","2.159,99 TL","50%","82,00 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229182","2019-10-24","Shooter","PEGI_18"
"171","Call of Duty: Modern Warfare","CUSA15277","PS4","Нет","2.159,99 TL","50%","82,00 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229182","2019-10-24","Shooter","PEGI_18"
"485","CarX Drift Racing Online","CUSA15633","PS4","Нет","1.031,00 TL","80%","206,20 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10000161","2019-12-11","Driving/Racing","PEGI_3"
"595","Aces of Thunder","PPSA13699","PS5","Нет","1.299,00 TL","40%","779,40 TL","2026-09-29","Aces of Thunder: 1.299,00 TL; Deluxe Edition: 2.149,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10007306","2026-02-03","Simulation","PEGI_12"
"398","NieR: Automata Game of the","CUSA04480","PS4","Нет","1.399,00 TL","60%","559,60 TL","2026-09-29","NieR: Automata™ Game of the YoRHa Edition: 1.399,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/217551","2019-02-25","Role Playing Games","PEGI_18"
"407","Warhammer 40,000: Rogue Trader","PPSA15678","PS5","Нет","1.749,00 TL","65%","612,15 TL","2026-09-29","Warhammer 40,000: Rogue Trader: 1.749,00 TL; Voidfarer Edition: 3.499,00 TL; Deluxe Edition: 2.275,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10008102","2023-12-07","Role Playing Games","PEGI_18"
"1167","DYNASTY WARRIORS: ORIGINS","PPSA15972","PS5","Нет","2.799,00 TL","30%","1.959,30 TL","2026-09-29","Standard Version: 2.799,00 TL; Digital Deluxe Edition: 3.399,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008191","2025-01-16","Action","PEGI_16"
"1756","A Plague Tale: Innocence","PPSA02387","PS4, PS5","Нет","1.399,00 TL","80%","279,80 TL","2026-09-29","A Plague Tale: Innocence: 1.399,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/231037","2021-07-05","Adventure","PEGI_18"
"471","A Plague Tale: Requiem","PPSA02785","PS5","Нет","2.799,00 TL","70%","839,70 TL","2026-09-29","A Plague Tale Bundle: 3.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10002255","2022-10-17","Adventure","PEGI_18"
"670","KINGDOM HEARTS III","CUSA12025","PS4","Нет","2.499,00 TL","60%","999,60 TL","2026-09-29","KINGDOM HEARTS All-In-One Package: 3.899,00 TL; KINGDOM HEARTS III: 2.499,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/208810","2019-01-28","Role Playing Games","PEGI_12"
"2348","Resident Evil","CUSA01067","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232112","2015-01-19","Horror","PEGI_18"
"2348","Resident Evil","CUSA01067","PS4","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232112","2015-01-19","Horror","PEGI_18"
"1463","DARK SOULS","CUSA08495","PS4","Нет","2.579,00 TL","50%","1.289,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/229482","2018-05-24","Role Playing Games","PEGI_16"
"1158","Bendy and the Ink Machine","CUSA13635","PS4","Нет","699,00 TL","70%","209,70 TL","2026-09-29","Bendy: Studio Collection: 1.225,00 TL; Bendy and the Ink Machine: 699,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/232792","2018-11-19","Action","PEGI_12"
"sale_1789623941500_537","The Heavy Rain & BEYOND: Two","—","—","Нет","1.749,00 TL","60%","699,60 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623941827_538","Ys X: Proud Nordics","—","—","Нет","2.999,00 TL","10%","2.699,10 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"1211","Labyrinthine","PPSA28709","PS5","Нет","649,00 TL","20%","519,20 TL","2026-09-29","Standard Edition: 649,00 TL; Supporter Edition: 580,50 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10014325","2025-09-18","Horror","PEGI_18"
"894","SUPER","PPSA30553","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015390","2026-02-05","Party","PEGI_7"
"894","SUPER","PPSA30553","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015390","2026-02-05","Party","PEGI_7"
"894","SUPER","PPSA30553","PS5","Нет","849,00 TL","20%","679,20 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015390","2026-02-05","Party","PEGI_7"
"sale_1789623942197_541","Slay the Princess - The Pristine Cut","—","—","Нет","649,00 TL","40%","389,40 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623942522_542","Slay the Princess - The Pristine Cut","—","—","Нет","774,00 TL","40%","464,40 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2389","Yu-Gi-Oh! Legacy of the Duelist","CUSA01618","PS4","Нет","849,00 TL","75%","349,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/205441","2015-07-30","Puzzle","PEGI_3"
"2389","Yu-Gi-Oh! Legacy of the Duelist","CUSA01618","PS4","Нет","849,00 TL","75%","349,75 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/205441","2015-07-30","Puzzle","PEGI_3"
"1387","Sunset Motel","PPSA33105","PS5","Нет","816,00 TL","20%","652,80 TL","2026-09-29","Sunset Motel: 816,00 TL; Sunset Motel: 816,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10016807","2026-05-07","Simulator","PEGI_18"
"1387","Sunset Motel","PPSA33105","PS5","Нет","816,00 TL","20%","652,80 TL","2026-09-29","Sunset Motel: 816,00 TL; Sunset Motel: 816,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10016807","2026-05-07","Simulator","PEGI_18"
"1093","Drug Dealer Simulator","PPSA29618","PS4, PS5","Нет","1.079,00 TL","35%","701,35 TL","2026-09-29","Drug Dealer Simulator: 1.079,00 TL; Contraband Police x Drug Dealer Simulator: 2.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10014685","2025-06-20","Simulation","PEGI_18"
"2801","ULTIMATE MARVEL VS. CAPCOM 3","CUSA04543","PS4","Нет","875,00 TL","80%","175,00 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/227750","2016-12-03","Fighting","PEGI_12"
"502","PAC-MAN WORLD 2 Re-PAC","PPSA18188","PS4, PS5","Нет","1.749,00 TL","40%","1.049,40 TL","2026-09-29","Standard Edition: 1.749,00 TL; Deluxe Edition: 2.149,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009073","2025-09-25","Arcade","PEGI_7"
"940","Demeo x Dungeons & Dragons: Battlemarked","PPSA28721","PS5","Нет","1.299,00 TL","35%","844,35 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014283","2025-11-20","Role Playing Games","PEGI_7"
"2239","Autopsy Simulator","PPSA23605","PS5","Нет","1.015,00 TL","50%","507,50 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10011271","2025-04-02","Simulation","PEGI_16"
"sale_1789623943275_551","Pode","—","—","Нет","1.031,00 TL","50%","515,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"674","Marvel vs. Capcom: Infinite","CUSA06380","PS4","Нет","1.399,00 TL","88%","167,88 TL","2026-09-29","Marvel vs. Capcom: Infinite - Standard Edition: 1.399,00 TL; Marvel vs. Capcom: Infinite - Deluxe Edition: 2.099,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/224890","2017-09-18","Action","PEGI_12"
"674","Marvel vs. Capcom: Infinite","CUSA06380","PS4","Нет","1.399,00 TL","88%","167,88 TL","2026-09-29","Marvel vs. Capcom: Infinite - Standard Edition: 1.399,00 TL; Marvel vs. Capcom: Infinite - Deluxe Edition: 2.099,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/224890","2017-09-18","Action","PEGI_12"
"635","CATAN","PPSA07226","PS4, PS5","Нет","529,00 TL","80%","105,80 TL","2026-09-29","Deluxe: 169,80 TL; Super Deluxe: 1.299,00 TL; Complete Collection: 1.399,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004791","2023-02-23","Casual","PEGI_3"
"3409","Castaway","PPSA24323","PS5","Нет","279,00 TL","70%","83,70 TL","2026-09-29","Castaway: 279,00 TL; Castaway: 279,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011669","2024-08-16","Action","PEGI_3"
"3409","Castaway","PPSA24323","PS5","Нет","279,00 TL","70%","83,70 TL","2026-09-29","Castaway: 279,00 TL; Castaway: 279,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011669","2024-08-16","Action","PEGI_3"
"sale_1789623943792_557","ODDBALLERS","—","—","Нет","699,00 TL","75%","174,75 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623944121_558","Robots at Midnight","—","—","Нет","849,00 TL","50%","424,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"5043","Blightbound","CUSA27669","PS4","Нет","849,00 TL","80%","169,80 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10000557","2021-07-27","Action","PEGI_16"
"5900","DATE A LIVE: Rio Reincarnation","CUSA15766","PS4","Нет","1.299,00 TL","70%","389,70 TL","2026-09-29","","Нет","Нет","","https://store.playstation.com/en-tr/concept/228713","2019-07-25","Adventure","PEGI_12"
"sale_1789623944669_561","Silver Chains","—","—","Нет","879,00 TL","90%","87,90 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"2622","Offroad Rally Racing","PPSA35122","PS5","Нет","215,00 TL","30%","150,50 TL","2026-09-29","Offroad Rally Racing: 215,00 TL; Offroad Rally Racing: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018018","2025-12-19","Driving/Racing","PEGI_3"
"2622","Offroad Rally Racing","PPSA35122","PS5","Нет","215,00 TL","30%","150,50 TL","2026-09-29","Offroad Rally Racing: 215,00 TL; Offroad Rally Racing: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018018","2025-12-19","Driving/Racing","PEGI_3"
"207","THE FINALS","PPSA12405","PS5","Нет","2.090,00 TL","75%","131,25 TL","2026-09-29","Year 1 Deluxe Edition: 2.090,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10006873","2023-12-08","Shooter","PEGI_12"
"sale_1789623945340_565","Woodturning 3D","—","—","Нет","215,00 TL","50%","107,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"3690","Stroke The Hamster","PPSA09767","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Hamster: 85,00 TL; Stroke The Hamster: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005984","2022-10-22","Casual","PEGI_3"
"3690","Stroke The Hamster","PPSA09767","PS5","Нет","85,00 TL","20%","68,00 TL","2026-09-29","Stroke The Hamster: 85,00 TL; Stroke The Hamster: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005984","2022-10-22","Casual","PEGI_3"
"7270","Hell Pie","PPSA07508","PS4, PS5","Нет","875,00 TL","80%","175,00 TL","2026-09-29","","Нет","Да","","https://store.playstation.com/en-tr/concept/10004873","2022-07-21","Action","PEGI_16"
"sale_1789623945966_569","R-TYPE DX: Music Encore","—","—","Нет","649,00 TL","20%","519,20 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623946295_570","XEL","—","—","Нет","665,00 TL","90%","66,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
"sale_1789623946625_571","XEL","—","—","Нет","665,00 TL","90%","66,50 TL","2026-09-29","","Нет","Нет","","#","—","—","—"
